FID,local_authority,uprn,address,url,opening_hours,facilities,sh_date_uploaded,sh_src,sh_src_id,la_s_code
pub_lib.201,North Lanarkshire,118051782,"SHOTTS LIBRARY, BENHAR ROAD, SHOTTS, ML7 5EN",https://culturenl.co.uk/libraries/your-library/shotts-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,6,S12000050
pub_lib.202,Highland,130111605,"MUIR OF ORD LIBRARY, GREAT NORTH ROAD, MUIR OF ORD, IV6 7SU",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,40,S12000017
pub_lib.203,West Lothian,135043862,"BLACKBURN PARTNERSHIP CENTRE, ASH GROVE, BLACKBURN, EH47 7LJ",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,13,S12000040
pub_lib.204,Moray,133038840,"BUCKIE LIBRARY, CLUNY PLACE, BUCKIE, AB56 1HB",http://www.moray.gov.uk/moray_standard/page_39960.html,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,2,S12000020
pub_lib.205,Perth and Kinross,124092358,"COMMUNITY LIBRARY, STRATHEARN COMMUNITY CAMPUS, PITTENZIE ROAD, CRIEFF, PH7 3RS",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,11,S12000048
pub_lib.206,Glasgow City,906700286510,"GOVANHILL LIBRARY AND LEARNING CENTRE, 170, LANGSIDE ROAD, GLASGOW, G42 7JU",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,9,S12000049
pub_lib.207,South Lanarkshire,,ST. LEONARD'S LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,19,S12000029
pub_lib.208,East Renfrewshire,131032223,"BUSBY LIBRARY, DUFF MEMORIAL HALL, MAIN STREET, BUSBY, G76 8DX",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,4,S12000011
pub_lib.209,City of Edinburgh,,"FOUNTAINBRIDGE LIBRARY, 137 DUNDEE STREET, EH11 1BG",,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","Disabled access, Toilets fo disabled users, Wheelchair, Induction LOOP, Housebound service, Library Link.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,10,S12000036
pub_lib.210,South Lanarkshire,,LANARK LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,1,S12000029
pub_lib.211,Fife,320277359,"NEWPORT LIBRARY, BLYTH HALL, 3, SCOTT STREET, NEWPORT ON TAY, DD6 8DD",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,31,S12000047
pub_lib.212,Midlothian,120031700,"PENICUIK LIBRARY, 3, BELLMAN'S ROAD, PENICUIK, EH26 9EP",,,,2018-03-22,db0f9caf-b056-44a6-888a-f08bb22a47e5,4,S12000019
pub_lib.213,West Dunbartonshire,129002994,"DALMUIR LIBRARY, 2, LENNOX PLACE, CLYDEBANK, G81 4LX",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,2,S12000039
pub_lib.214,Glasgow City,,"BRIDGETON LIBRARY, 2-16 ORR STREET GLASGOW G40 2QH",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,10,S12000049
pub_lib.215,Aberdeenshire,151086025,"ABERDEENSHIRE COUNCIL, ABERDEENSHIRE LIBRARY AND INFORMATION SERVICE HEADQUARTERS, MELDRUM MEG WAY, MEADOWS INDUSTRIAL ESTATE, OLDMELDRUM, AB51 0GN",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/aberdeenshire-libraries-headquarters/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,37,S12000034
pub_lib.216,East Dunbartonshire,,"LENZIE LIBRARY, 13/15 ALEXANDRA AVENUE, LENZIE, G66 5BG",https://www.edlc.co.uk/libraries,,,2018-03-20,9598c8b1-9449-4f0a-ad70-f144ac922a73,8,S12000045
pub_lib.217,Dundee City,,"BLACKNESS COMMUNITY LIBRARY, 225 PERTH ROAD, DUNDEE, DD2 1EJ",/blackness-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,8,S12000042
pub_lib.218,Dundee City,,"FINTRY COMMUNITY LIBRARY, 1 FINDCASTLE STREET, DUNDEE, DD4 9EW",/fintry-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,3,S12000042
pub_lib.219,Fife,320188879,"ROSYTH LIBRARY, PARKGATE, ROSYTH, KY11 2JW",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,23,S12000047
pub_lib.220,City of Edinburgh,,"NEWINGTON LIBRARY, 17-21 FOUNTAINHALL ROAD, EH9 2LN",,Mon - Wed 10am - 8pm. Thurs & Fri 10am - 5pm. Sat 10am - 5pm,"Book groups, Learn IT beginners' computer classes, 'Get Stitched' knitting and sewing group on Wednesdays at 6.30pm, the Italian Circle on Tuesdays at 6.30pm for conversation, GET ONLINE.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,19,S12000036
pub_lib.221,Inverclyde,119000386,"SOUTH WEST LIBRARY, 159, INVERKIP ROAD, GREENOCK, PA16 9HG",,,,2017-11-22,e42d5aee-a4f9-446b-a15c-c64c16a972fe,2,S12000018
pub_lib.222,South Lanarkshire,,STRATHAVEN LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,5,S12000029
pub_lib.223,East Lothian,138055156,"PORT SETON LIBRARY, PORT SETON COMMUNITY CENTRE, SOUTH SETON PARK, PORT SETON, EH32 0BG",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,12,S12000010
pub_lib.224,Glasgow City,906700120249,"WHITEINCH LIBRARY AND LEARNING CENTRE, 14, VICTORIA PARK DRIVE SOUTH, GLASGOW, G14 9RL",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,26,S12000049
pub_lib.225,Dumfries and Galloway,137005469,"MARKET HILL, KING STREET, CASTLE DOUGLAS, DG7 1AE",https://www.dumgal.gov.uk/article/15395/DG-Customer-Services-Castle-Douglas,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,14,S12000006
pub_lib.226,South Ayrshire,141022401,"FOREHILL BRANCH LIBRARY, 31, MOUNT OLIPHANT CRESCENT, AYR, KA7 3EN",,"09:00 - 13:00 & 14:00 - 17:00, 09:00 - 13:00 & 14:00 - 17:00, 13:00 - 17:00, Closed, Closed, 13:00 - 19:00, 09:00 - 13:00 & 14:00 - 17:00",,2019-04-12,4828d846-4688-45b0-a07a-8eb3ff3a3f91,8,S12000028
pub_lib.227,Argyll and Bute,,"LOCHGILPHEAD LIBRARY, MANSE BRAE, LOCHGILPHEAD, PA31 8QX",http://www.liveargyll.co.uk/library/lochgilphead-library,,"Computers, Bookbug, Regular classes, Events",2025-02-03,2d6b243e-75c0-47f2-9803-9957b55d5335,13,S12000035
pub_lib.228,Highland,130166425,"LIBRARY AND SERVICE POINT, RIVERSIDE ROAD, KINLOCHLEVEN, PH50 4QH",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,32,S12000017
pub_lib.229,City of Edinburgh,,"PIERSHILL LIBRARY, 30 PIERSFIELD TERRACE, EH8 7BQ",,"Mon & Wed: 1 - 8pm. Tues, Thur & Fri: 10am - 5pm. Sat: 10am-5pm","Disabled access, Library Link, Toilets for disabled users, Wheelchairs, Induction LOOP, Home delivery service.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,21,S12000036
pub_lib.230,Highland,130112924,"HUGH MILLER INSTITUTE, CHURCH STREET, CROMARTY, IV11 8XA",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,14,S12000017
pub_lib.231,Aberdeenshire,151086021,"ABERDEENSHIRE COUNCIL, STONEHAVEN LIBRARY, EVAN STREET, STONEHAVEN, AB39 2ET",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/stonehaven-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,31,S12000034
pub_lib.232,Fife,320314234,"LOUGHBOROUGH VIEWS, 62, LOUGHBOROUGH ROAD, KIRKCALDY, KY1 3DA",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,18,S12000047
pub_lib.233,Highland,130178962,"EAST CAITHNESS COMMUNITY FACILITY, NEWTON ROAD, WICK, KW1 5LT",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,49,S12000017
pub_lib.234,Highland,130113316,"BONAR BRIDGE LIBRARY AND SERVICE POINT, LAIRG ROAD, BONAR BRIDGE, IV24 3EA",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,9,S12000017
pub_lib.235,North Lanarkshire,118115393,"BELLSHILL CULTURAL CENTRE, JOHN STREET, BELLSHILL, ML4 1RJ",https://culturenl.co.uk/libraries/your-library/bellshill-cultural-centre/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,8,S12000050
pub_lib.236,Renfrewshire,123092554,"RENFREWSHIRE COUNCIL, GLENBURN LIBRARY, FAIRWAY AVENUE, PAISLEY, PA2 8DX",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,4,S12000038
pub_lib.237,Glasgow City,906700205075,"CARDONALD LIBRARY AND LEARNING CENTRE, 1113, MOSSPARK DRIVE, GLASGOW, G52 3BU",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,20,S12000049
pub_lib.238,Renfrewshire,123106879,"RENFREWSHIRE COUNCIL, TWEEDIE HALL AND LINWOOD LIBRARY, 15, BRIDGE STREET, LINWOOD, PAISLEY, PA3 3DB",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,9,S12000038
pub_lib.239,Moray,133055950,"HOPEMAN LIBRARY, FORSYTH STREET, HOPEMAN, IV30 5ST",,,,2025-02-03,f4ed5187-39e7-4d8a-9d9e-d2503146ab2e,8,S12000020
pub_lib.240,Fife,320180254,"ROTHES HALLS LIBRARY, ROTHES SQUARE, GLENROTHES, KY7 5NX",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,26,S12000047
pub_lib.241,Renfrewshire,123007802,"RENFREWSHIRE COUNCIL, ERSKINE LIBRARY, BRIDGEWATER SHOPPING CENTRE, BRIDGEWATER PLACE, ERSKINE, PA8 7AA",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,8,S12000038
pub_lib.242,East Ayrshire,127042455,"ROTHESAY HOUSE, 1, GREENHOLM ROAD, CUMNOCK, KA18 1LH",https://eastayrshireleisure.com/index.php?a=landing&id=6&mid=6,,,2021-04-01,9c9c483c-05e0-47d9-9d7a-0a129b103bae,4,S12000008
pub_lib.243,Perth and Kinross,124031464,"PITLOCHRY LIBRARY, 26, ATHOLL ROAD, PITLOCHRY, PH16 5BX",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,2,S12000048
pub_lib.244,Perth and Kinross,124031464,"PITLOCHRY LIBRARY, 26, ATHOLL ROAD, PITLOCHRY, PH16 5BX",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,3,S12000048
pub_lib.245,East Lothian,138068621,"WALLYFORD PRIMARY SCHOOL, WALLYFORD PRIMARY SCHOOL, FUTURES WAY, WALLYFORD, EH21 8FF",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,8,S12000010
pub_lib.246,North Lanarkshire,118093836,"WISHAW LIBRARY, KENILWORTH AVENUE, WISHAW, ML2 7LP",https://culturenl.co.uk/libraries/your-library/wishaw-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,11,S12000050
pub_lib.247,Scottish Borders,,"JEDBURGH LIBRARY CONTACT CENTRE, CASTLEGATE JEDBURGH TD8 6AS",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/jedburgh_library_contact_centre(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,8,S12000026
pub_lib.248,East Lothian,138062122,"TRANENT LIBRARY, THE GEORGE JOHNSTONE CENTRE, 35, WINTON PLACE, TRANENT, EH33 1AE",,,,2023-12-18,1181a6a2-94a2-4bb4-b1dd-5ca34a3155ac,6,S12000010
pub_lib.249,West Dunbartonshire,129026954,"DUMBARTON LIBRARY, 13, STRATHLEVEN PLACE, DUMBARTON, G82 1BD",,,,2019-04-12,3011ba66-8dd6-4c97-93b5-649138a12fca,6,S12000039
pub_lib.250,Aberdeenshire,151167542,"ABERDEENSHIRE COUNCIL, MEARNS COMMUNITY LIBRARY, ABERDEEN ROAD, LAURENCEKIRK, AB30 1ZJ",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/mearns-community-campus-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,36,S12000034
pub_lib.251,West Lothian,200004078625,"LINLITHGOW PARTNERSHIP CENTRE, 93, HIGH STREET, LINLITHGOW, EH49 7EZ",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,6,S12000040
pub_lib.252,West Lothian,200004078625,"LINLITHGOW PARTNERSHIP CENTRE, 93, HIGH STREET, LINLITHGOW, EH49 7EZ",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,7,S12000040
pub_lib.253,West Lothian,200004096698,"CARMONDEAN LIBRARY, CARMONDEAN CENTRE ROAD, CARMONDEAN, LIVINGSTON, EH54 8PT",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,4,S12000040
pub_lib.254,Highland,130111397,"MALLAIG LIBRARY, STATION ROAD, MALLAIG, PH41 4PY",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,38,S12000017
pub_lib.255,East Renfrewshire,131020825,"THORNLIEBANK LIBRARY, 1, SPIERSBRIDGE ROAD, THORNLIEBANK, G46 7SJ",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,5,S12000011
pub_lib.256,Fife,320309487,"INVERKEITHING LIBRARY, CIVIC CENTRE, 10, QUEEN STREET, INVERKEITHING, KY11 1LS",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,28,S12000047
pub_lib.257,North Lanarkshire,118017779,"KILSYTH COMMUNITY LIBRARY, BURNGREEN, KILSYTH, G65 0HT",https://culturenl.co.uk/libraries/your-library/kilsyth-library/,,,2025-02-03,90de9621-d8c3-4565-92da-efa06d7de6c5,2,S12000050
pub_lib.258,West Lothian,135041886,"STRATHBROCK PARTNERSHIP CENTRE, WEST MAIN STREET, BROXBURN, EH52 5LH",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,8,S12000040
pub_lib.259,Glasgow City,906700429941,"SPORTS CENTRE/LIBRARY, 204, LIDDESDALE ROAD, GLASGOW, G22 7QR",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,12,S12000049
pub_lib.260,Aberdeenshire,151086007,"ABERDEENSHIRE COUNCIL, BANCHORY LIBRARY, BRIDGE STREET, BANCHORY, AB31 5SU",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/banchory-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,6,S12000034
pub_lib.261,Renfrewshire,123039216,"RENFREWSHIRE COUNCIL, FERGUSLIE PARK LIBRARY, THE TANNAHILL CENTRE, 76, BLACKSTOUN ROAD, PAISLEY, PA3 1NT",https://libcat.renfrewshire.gov.uk/iguana/www.main.cls?p=13961a65-033a-4fdd-b6b1-cd91360ede1d&v=*,,,2018-09-07,d4ee8f5d-618f-42e0-aeff-e6273f2dbc0d,11,S12000038
pub_lib.262,Aberdeenshire,151123463,"ABERDEENSHIRE COUNCIL, BRACODEN SCHOOL, U87L C37L AT BRACODEN VIA PROTSTON TO B9031 AT MIDDLETON, GAMRIE, BANFF, AB45 3HA",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/bracoden-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,9,S12000034
pub_lib.263,Glasgow City,906700306529,"LANGSIDE LIBRARY AND LEARNING CENTRE, 2, SINCLAIR DRIVE, GLASGOW, G42 9QE",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,8,S12000049
pub_lib.264,Aberdeenshire,151089207,"ABERDEENSHIRE COUNCIL, PETERHEAD LIBRARY, 53, ST PETER STREET, PETERHEAD, AB42 1QD",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/peterhead-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,27,S12000034
pub_lib.265,Angus,117104705,"PUBLIC LIBRARY, 10, ST NINIAN'S SQUARE, BRECHIN, DD9 7AD",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,3,S12000041
pub_lib.266,Highland,130169338,"COMMUNITY LIBRARY, FORTROSE ACADEMY, ACADEMY STREET, FORTROSE, IV10 8TW",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,22,S12000017
pub_lib.267,Highland,130112170,"HIGH LIFE HIGHLAND, FORT WILLIAM LIBRARY, HIGH STREET, FORT WILLIAM, PH33 6EU",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,20,S12000017
pub_lib.268,City of Edinburgh,,"SIGHTHILL LIBRARY, GATE 55, 55 SIGHTHILL ROAD, EH11 4PB",,Mon & Wed 1-8pm. Tues & Fri 10am - 5pm. Sat 10am - 2pm,"Disabled access, Library Link, Toilets for disabled users, Housebound book delivery service, Knit and natter group on Fridays afternoon, Personal shopper service for frequent readers.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,23,S12000036
pub_lib.269,Aberdeenshire,151146125,"ABERDEENSHIRE COUNCIL, ABOYNE LIBRARY, BRIDGEVIEW ROAD, ABOYNE, AB34 5JN",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/aboyne-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,2,S12000034
pub_lib.270,Aberdeenshire,151086006,"ABERDEENSHIRE COUNCIL, BANFF LIBRARY, HIGH STREET, BANFF, AB45 1AE",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/banff-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,7,S12000034
pub_lib.271,Glasgow City,906700034017,"PARTICK LIBRARY AND LEARNING CENTRE, 305, DUMBARTON ROAD, GLASGOW, G11 6AB",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,1,S12000049
pub_lib.272,Aberdeenshire,151088212,"ABERDEENSHIRE COUNCIL, MACDUFF LIBRARY, 17, HIGH STREET, MACDUFF, AB44 1LR",https://www.livelifeaberdeenshire.org.uk/libraries/local-libraries/macduff-library/,,,2022-04-05,33688c90-098d-4c60-8d82-c8652060aefe,21,S12000034
pub_lib.273,Highland,130169329,"BEAULY LIBRARY, PHIPPS INSTITUTE, STATION ROAD, BEAULY, IV4 7EH",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,7,S12000017
pub_lib.274,West Lothian,135039819,"WLC THE JIM WALKER PARTNERSHIP CENTRE, SOUTH BRIDGE STREET, BATHGATE, EH48 1TS",,,,2019-04-10,801bda6d-fe36-456f-8666-4e9105b078b1,9,S12000040
pub_lib.275,Scottish Borders,,"INNERLEITHEN LIBRARY CONTACT CENTRE, BUCCLEUCH STREET INNERLEITHEN EH44 6LA",http://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/innerleithen_library_contact_centre(1).aspx,,,2020-06-30,99d78906-c052-4865-80d8-ba53d27a38dc,7,S12000026
pub_lib.276,City of Edinburgh,,"SOUTH NEIGHBOURHOOD OFFICE AND LIBRARY, 40 CAPTAIN'S ROAD, EH17 8QF",,Mon - Thurs 8.30am-5pm. Fri 8.30am-3.40pm,"Disabled access, Toilets for disabled users, Induction LOOP, Library Link (every fortnight on Mondays at 10am), Libertus Owls group for over 50s every Wednesday.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,24,S12000036
pub_lib.277,Fife,320319742,"WAID LIBRARY, WAID COMMUNITY CAMPUS, ST ANDREWS ROAD, ANSTRUTHER, KY10 3GY",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,38,S12000047
pub_lib.278,Highland,130113874,"HIGH LIFE HIGHLAND, INVERGORDON PUBLIC LIBRARY, HIGH STREET, INVERGORDON, IV18 0DG",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,29,S12000017
pub_lib.279,Stirling,122032189,"LIBRARY, 36, MAIN STREET, PLEAN, FK7 8BS",,,,2025-02-03,2e6c38e3-1546-40ab-9cf6-f210d5ff1003,13,S12000030
pub_lib.280,Falkirk,,"LARBERT LIBRARY, 22 HALLAM ROAD, STENHOUSEMUIR, FK5 3JX",,,,2025-02-03,ea017944-4acf-44f4-b405-cbf11fc018cb,8,S12000014
pub_lib.281,Fife,320182083,"KINGLASSIE LIBRARY, 34, MAIN STREET, KINGLASSIE, KY5 0XA",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,15,S12000047
pub_lib.282,Dundee City,,"MENZIESHILL COMMUNITY CENTRE AND LIBRARY, ORLEANS PLACE, DUNDEE, DD2 4BH",/menzieshill-community-library,,,2018-06-29,5ad3c706-b7b3-4490-b0f6-b7ceb95d96fb,12,S12000042
pub_lib.283,Glasgow City,906700222817,"BARMULLOCH COMMUNITY CENTRE AND LIBRARY, 46, WALLACEWELL QUADRANT, GLASGOW, G21 3PX",,,,2019-10-16,f0606a3f-3051-45f7-969a-76f8a88d6989,16,S12000049
pub_lib.284,Angus,117082470,"PUBLIC LIBRARY, HILL TERRACE, ARBROATH, DD11 1AH",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,5,S12000041
pub_lib.285,Highland,130111661,"HIGHLAND COUNCIL SERVICE POINT AND LIBRARY, NAVER TELE-SERVICE CENTRE, POST OFFICE - SCHOOL - FARR VIEW JUNCTION, BETTYHILL, KW14 7SS",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,8,S12000017
pub_lib.286,Highland,130169341,"GLENURQUHART LIBRARY AND LEARNING CENTRE, GLENURQUHART HIGH SCHOOL, BALMACAAN ROAD, DRUMNADROCHIT, IV63 6XA",,,,2020-08-20,1dbaeafe-93a0-4c2b-8f00-16eca444e2b8,24,S12000017
pub_lib.287,Perth and Kinross,124029056,"COMRIE LIBRARY, DRUMMOND STREET, COMRIE, PH6 2DS",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,1,S12000048
pub_lib.288,Angus,117120174,"PUBLIC LIBRARY, REFORM STREET, KIRRIEMUIR, DD8 4BS",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,8,S12000041
pub_lib.289,East Renfrewshire,131044011,"UPLAWMOOR LIBRARY, MURE HALL, 13, TANNOCH ROAD, UPLAWMOOR, G78 4AD",,,,2018-06-26,6b18385b-d642-4d16-9e1f-4e9c6f7e3767,7,S12000011
pub_lib.290,North Ayrshire,126060211,"ARDROSSAN LIBRARY, PRINCES STREET, ARDROSSAN, KA22 8DE",https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,"Mon & Tues 10-1, 2-5; Weds Closed; Thurs 2-7; Fri 10-1, 2-4.30; Sat 10-12.30.","Wifi, Books, CDs, DVDs and talking books. , Request any of the above using the online library catalogue at home using your library card number., Author/storytelling visits, craft activities and community events for adults and children., Free computer and Internet access., First Steps in IT classes and Digital Photography workshops for adults., Computer Buddy Scheme., Online reference resources e.g. Britannica Online and Scran from home using your library card number (P0000....), Junior Book Group meets one Thursday each month 4-5pm., Homework club meets every Monday 3.30-4.45pm during term-time., Free access to Grid Club and Scran websites. , Past Papers , Other Facilities: public information screens; disabled access; toilets; photocopying and fax., Please contact library staff for more information on any of the above.",2025-02-03,5d8a7986-b7b8-43a1-8f23-7030bc4f430d,9,S12000021
pub_lib.291,Angus,117121843,"ANGUS COUNCIL, THE LIBRARY, 15, THE SQUARE, LETHAM, DD8 2PZ",,,,2021-04-26,463b9ec8-0152-4849-b9e1-d92258c2a32c,7,S12000041
pub_lib.292,Fife,320178801,"EAST WEMYSS LIBRARY, SCHOOL WYND, EAST WEMYSS, KY1 4RN",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,37,S12000047
pub_lib.293,Dumfries and Galloway,137025391,"DG CUSTOMER SERVICES - EWART LIBRARY, CATHERINE STREET, DUMFRIES, DG1 1JB",https://www.dumgal.gov.uk/article/15398/DG-Customer-Services-Ewart-Library-Dumfries,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,9,S12000006
pub_lib.294,Fife,320182663,"WOODSIDE LIBRARY, 50, WOODSIDE WAY, GLENROTHES, KY7 5DF",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,4,S12000047
pub_lib.295,Aberdeen City,,"BUCKSBURN LIBRARY, KEPPLEHILLS ROAD, AB21 9DG",,,,2025-02-03,057a18af-b371-4bba-82f6-7ffb322eb390,2,S12000033
pub_lib.296,South Lanarkshire,,CAMBUSLANG LIBRARY,,,,2018-07-04,11dc1752-bda0-45ac-8f51-9879c919bd69,6,S12000029
pub_lib.297,City of Edinburgh,,"STOCKBRIDGE LIBRARY, 11 HAMILTON PLACE, EH3 5BA",,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","Library Link, Toilets for disabled users, Housebound service.",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,26,S12000036
pub_lib.298,Dumfries and Galloway,137052629,"DG CUSTOMER SERVICES - GEORGETOWN, GILLBRAE ROAD, DUMFRIES, DG1 4EJ",https://www.dumgal.gov.uk/article/15401/DG-Customer-Services-Georgetown-Dumfries,,,2019-04-08,5b5e0bc5-c7f4-490f-a638-d444fcf75044,8,S12000006
pub_lib.299,Fife,320287171,"OAKLEY LIBRARY, OAKLEY CAMPUS, STATION ROAD, OAKLEY, KY12 9RJ",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,17,S12000047
pub_lib.300,Fife,320321182,"CARNEGIE LIBRARY, ABBOT STREET, DUNFERMLINE, KY12 7NL",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,11,S12000047
pub_lib.301,City of Edinburgh,,"CRAIGMILLAR LIBRARY, 101 NIDDRIE MAINS ROAD, EH16 4DS",,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm","Induction LOOP, Library Link, Disabled access, Housebound deliveries, Accessible computes for visually impared people, GET ONLINE Computer/ Tablet & Phone classes",2025-02-03,7c66fdf8-1eeb-4239-856d-e32f1a9a0297,7,S12000036
pub_lib.302,Perth and Kinross,124033153,"ALYTH LIBRARY, 23, AIRLIE STREET, ALYTH, PH11 8AH",,,,2025-02-03,edcb4e39-7123-42f2-a9ff-4b1038dd3122,4,S12000048
pub_lib.303,Fife,320180112,"GLENWOOD LIBRARY, GLENWOOD CENTRE, GLENROTHES, KY6 1PA",,,,2021-04-26,8bd9cbfa-cc81-474e-9190-a58581790b2b,16,S12000047
